             tagname             | average_total | tag_count 
 eclipse-cdt                     |        12.000 |         1
 eclipse-juno                    |        12.000 |         1
 elasticity                      |        12.000 |         1
 elasticsearch-plugin            |        12.000 |         1
 embeddable                      |        12.000 |         1
 end-of-line                     |        12.000 |         1
 envsubst                        |        12.000 |         1
 externalizable                  |        12.000 |         1
 favicon                         |        12.000 |         1
 file-search                     |        12.000 |         1
 fingerprinting                  |        12.000 |         1
 firebase-console                |        12.000 |         1
 firebase-security               |        12.000 |         1
 firebase-tools                  |        12.000 |         1
 footer                          |        12.000 |         1
 fs-extra                        |        12.000 |         1
 fxcop                           |        12.000 |         1
 geometric-arc                   |        12.000 |         1
 ghostscriptsharp                |        12.000 |         1
 git-non-bare-repository         |        12.000 |         1
 git-rebase                      |        12.000 |         1
 git-subrepo                     |        12.000 |         1
 gitkraken                       |        12.000 |         1
 gmp                             |        12.000 |         1
 gmsmapview                      |        12.000 |         1
 gnu                             |        12.000 |         1
 google-polyline                 |        12.000 |         1
 guava                           |        12.000 |         1
 gui-builder                     |        12.000 |         1
 gzip                            |        12.000 |         1
 haversine                       |        12.000 |         1
 having-clause                   |        12.000 |         1
 heroku-cli                      |        12.000 |         1
 heroku-postgres                 |        12.000 |         1
 history.js                      |        12.000 |         1
 hotkeys                         |        12.000 |         1
 http-proxy                      |        12.000 |         1
 http-status-code-400            |        12.000 |         1
 httpresponse                    |        12.000 |         1
 httpwebresponse                 |        12.000 |         1
 identity                        |        12.000 |         1
 imagespan                       |        12.000 |         1
 imei                            |        12.000 |         1
 imputation                      |        12.000 |         1
 indexof                         |        12.000 |         1
 information-hiding              |        12.000 |         1
 ios-provisioning                |        12.000 |         1
 iphone-sdk-3.0                  |        12.000 |         1
 isql                            |        12.000 |         1
 java-10                         |        12.000 |         1
 java-7                          |        12.000 |         1
 jaxb                            |        12.000 |         1
 jconsole                        |        12.000 |         1
 jetty                           |        12.000 |         1
 jira-rest-api                   |        12.000 |         1
 jmx                             |        12.000 |         1
 jqmath                          |        12.000 |         1
 jsonp                           |        12.000 |         1
 jsonschema                      |        12.000 |         1
 kadanes-algorithm               |        12.000 |         1
 kendo-grid                      |        12.000 |         1
 kendo-ui                        |        12.000 |         1
 keypad                          |        12.000 |         1
 komodo                          |        12.000 |         1
 konvajs                         |        12.000 |         1
 kotlin-lateinit                 |        12.000 |         1
 laravel-echo                    |        12.000 |         1
 lazy-evaluation                 |        12.000 |         1
 libgdx                          |        12.000 |         1
 libreadline                     |        12.000 |         1
 lint                            |        12.000 |         1
 lnk2019                         |        12.000 |         1
 logout                          |        12.000 |         1
 low-latency                     |        12.000 |         1
 margins                         |        12.000 |         1
 master-pages                    |        12.000 |         1
 mathml                          |        12.000 |         1
 matrix                          |        12.000 |         1
 maven-compiler-plugin           |        12.000 |         1
 maven-metadata                  |        12.000 |         1
 mediawiki                       |        12.000 |         1
 membership                      |        12.000 |         1
 mercurial-commit                |        12.000 |         1
 mfc                             |        12.000 |         1
 mkdir                           |        12.000 |         1
 mkmapview                       |        12.000 |         1
 models                          |        12.000 |         1
 mouse-cursor                    |        12.000 |         1
 mouseevent                      |        12.000 |         1
 move                            |        12.000 |         1
 mysql-error-1025                |        12.000 |         1
 mysql-error-1030                |        12.000 |         1
 name-length                     |        12.000 |         1
 ng-class                        |        12.000 |         1
 node.js-connect                 |        12.000 |         1
 nsnumber                        |        12.000 |         1
 null-coalescing-operator        |        12.000 |         1
 numerical-methods               |        12.000 |         1
 observable                      |        12.000 |         1
 okhttp                          |        12.000 |         1
 oledb                           |        12.000 |         1
 optgroup                        |        12.000 |         1
 or-operator                     |        12.000 |         1
 osx-yosemite-beta               |        12.000 |         1
 ownership-semantics             |        12.000 |         1
 package-management              |        12.000 |         1
 percentile                      |        12.000 |         1
 pg-dump                         |        12.000 |         1
 phonetics                       |        12.000 |         1
 phpcodesniffer                  |        12.000 |         1
 pimpl-idiom                     |        12.000 |         1
 plc                             |        12.000 |         1
 plone                           |        12.000 |         1
 ports                           |        12.000 |         1
 postback                        |        12.000 |         1
 postbackurl                     |        12.000 |         1
 postgres-10                     |        12.000 |         1
 powershell-3.0                  |        12.000 |         1
 preferenceactivity              |        12.000 |         1
 preferences                     |        12.000 |         1
 preprocessor                    |        12.000 |         1
 primefaces                      |        12.000 |         1
 private-members                 |        12.000 |         1
 progressdialog                  |        12.000 |         1
 project-structure               |        12.000 |         1
 publishing                      |        12.000 |         1
 puppet                          |        12.000 |         1
 pusher                          |        12.000 |         1
 py2exe                          |        12.000 |         1
 pyaudio                         |        12.000 |         1
 pydub                           |        12.000 |         1
 pygame                          |        12.000 |         1
 pyglet                          |        12.000 |         1
 pyqt                            |        12.000 |         1
 python-sphinx                   |        12.000 |         1
 radix                           |        12.000 |         1
 rational-numbers                |        12.000 |         1
 react-native-maps               |        12.000 |         1
 react-router-v4                 |        12.000 |         1
 reactive-programming            |        12.000 |         1
 readline                        |        12.000 |         1
 rectangles                      |        12.000 |         1
 recycle                         |        12.000 |         1
 redux-thunk                     |        12.000 |         1
 referenceerror                  |        12.000 |         1
 release                         |        12.000 |         1
 remoting                        |        12.000 |         1
 requirements                    |        12.000 |         1
 response.redirect               |        12.000 |         1
 restful-authentication          |        12.000 |         1
 resttemplate                    |        12.000 |         1
 revision                        |        12.000 |         1
 rm                              |        12.000 |         1
 rtos                            |        12.000 |         1
 ruby-on-rails-5.2               |        12.000 |         1
 run-configuration               |        12.000 |         1
 rust                            |        12.000 |         1
 rxtx                            |        12.000 |         1
 sap-ase                         |        12.000 |         1
 scalability                     |        12.000 |         1
 scientific-computing            |        12.000 |         1
 scikit-image                    |        12.000 |         1
 screen-scraping                 |        12.000 |         1
 scroll-position                 |        12.000 |         1
 security-by-obscurity           |        12.000 |         1
 seed                            |        12.000 |         1
 self-join                       |        12.000 |         1
 serializable                    |        12.000 |         1
 servlet-3.0                     |        12.000 |         1
 short-circuiting                |        12.000 |         1
 sidekiq                         |        12.000 |         1
 simpledateformat                |        12.000 |         1
 simpletest                      |        12.000 |         1
 single-page-application         |        12.000 |         1
 slash                           |        12.000 |         1
 smooth-scrolling                |        12.000 |         1
 solaris-10                      |        12.000 |         1
 spannable                       |        12.000 |         1
 speed-test                      |        12.000 |         1
 sql-scripts                     |        12.000 |         1
 stdin                           |        12.000 |         1
 stepper                         |        12.000 |         1
 stripe-connect                  |        12.000 |         1
 stripe.net                      |        12.000 |         1
 styles                          |        12.000 |         1
 sum                             |        12.000 |         1
 sunburst-diagram                |        12.000 |         1
 supervisord                     |        12.000 |         1
 system.exit                     |        12.000 |         1
 tcpdf                           |        12.000 |         1
 temp-tables                     |        12.000 |         1
 tensorflow-lite                 |        12.000 |         1
 tensorflow.js                   |        12.000 |         1
 testng                          |        12.000 |         1
 textkit                         |        12.000 |         1
 three.js                        |        12.000 |         1
 titlebar                        |        12.000 |         1
 tortoisehg                      |        12.000 |         1
 tournament                      |        12.000 |         1
 transpose                       |        12.000 |         1
 typescript2.0                   |        12.000 |         1
 uiautomatorviewer               |        12.000 |         1
 uidatepicker                    |        12.000 |         1
 uimenucontroller                |        12.000 |         1
 uirefreshcontrol                |        12.000 |         1
 undefined                       |        12.000 |         1
 url-routing                     |        12.000 |         1
 uwp                             |        12.000 |         1
 vbc                             |        12.000 |         1
 virtual                         |        12.000 |         1
 vlc                             |        12.000 |         1
 vml                             |        12.000 |         1
 vscode-remote                   |        12.000 |         1
 vtable                          |        12.000 |         1
 web-worker                      |        12.000 |         1
 weekday                         |        12.000 |         1
 weighted                        |        12.000 |         1
 werkzeug                        |        12.000 |         1
 windows-mobile                  |        12.000 |         1
 windows-phone-8                 |        12.000 |         1
 windows-server-2016             |        12.000 |         1
 wkhtmltopdf                     |        12.000 |         1
 wpfdatagrid                     |        12.000 |         1
 wysiwyg                         |        12.000 |         1
 x11                             |        12.000 |         1
 xlsm                            |        12.000 |         1
 xlsx                            |        12.000 |         1
 xserver                         |        12.000 |         1
 xticks                          |        12.000 |         1
 zope                            |        12.000 |         1
 awk                             |        11.800 |         5
 pycharm                         |        11.778 |         9
 currency                        |        11.750 |         4
 http-headers                    |        11.750 |         4
 sqlalchemy                      |        11.750 |         4
 console-application             |        11.667 |         3
 gson                            |        11.667 |         3
 message-queue                   |        11.667 |         3
 push                            |        11.667 |         3
 group-by                        |        11.600 |         5
 open-source                     |        11.600 |         5
 out-of-memory                   |        11.600 |         5
 bootstrap-4                     |        11.500 |         4
 .net-4.5                        |        11.500 |         2
 angular-ui-grid                 |        11.500 |         2
 anonymous-class                 |        11.500 |         2
 applescript                     |        11.500 |         2
 case-conversion                 |        11.500 |         2
 continuous-deployment           |        11.500 |         2
 crashlytics-android             |        11.500 |         2
 cross-domain                    |        11.500 |         2
 dry                             |        11.500 |         2
 enumeration                     |        11.500 |         2
 extract                         |        11.500 |         2
 gradle-plugin                   |        11.500 |         2
 kill                            |        11.500 |         2
 lldb                            |        11.500 |         2
 mount                           |        11.500 |         2
 mstest                          |        11.500 |         2
 mysql-error-1093                |        11.500 |         2
 prettier                        |        11.500 |         2
 progress                        |        11.500 |         2
 protocols                       |        11.500 |         2
 pytorch                         |        11.500 |         2
 qimage                          |        11.500 |         2
 rebase                          |        11.500 |         2
 rxjs                            |        11.500 |         2
 serial-port                     |        11.500 |         2
 stripe-payments                 |        11.500 |         2
 swagger                         |        11.500 |         2
 trie                            |        11.500 |         2
 typescript-typings              |        11.500 |         2
 web-crawler                     |        11.500 |         2
 wpf-controls                    |        11.500 |         2
 grep                            |        11.400 |         5
 background-color                |        11.333 |         3
 d3.js                           |        11.333 |         3
 firebase-hosting                |        11.333 |         3
 internationalization            |        11.333 |         3
 rating                          |        11.333 |         3
 tags                            |        11.333 |         3
 unix-timestamp                  |        11.333 |         3
 visual-studio-2005              |        11.333 |         3
 touch                           |        11.250 |         4
 jquery-mobile                   |        11.200 |         5
 mercurial                       |        11.200 |         5
 rdbms                           |        11.000 |         3
 sharepoint                      |        11.000 |         3
 vbscript                        |        11.000 |         3
 algebra                         |        11.000 |         2
 alias                           |        11.000 |         2
 amazon-cognito                  |        11.000 |         2
 android-pendingintent           |        11.000 |         2
 azure-devops                    |        11.000 |         2
 cycle                           |        11.000 |         2
 finance                         |        11.000 |         2
 gdi                             |        11.000 |         2
 httpclient                      |        11.000 |         2
 instanceof                      |        11.000 |         2
 intervals                       |        11.000 |         2
 isnumeric                       |        11.000 |         2
 jquery-chosen                   |        11.000 |         2
 karma-runner                    |        11.000 |         2
 linker                          |        11.000 |         2
 multilingual                    |        11.000 |         2
 oh-my-zsh                       |        11.000 |         2
 salt                            |        11.000 |         2
 send                            |        11.000 |         2
 simplexml                       |        11.000 |         2
 sql-server-2008-r2              |        11.000 |         2
 user-experience                 |        11.000 |         2
 web-standards                   |        11.000 |         2
 yii                             |        11.000 |         2
 7zip                            |        11.000 |         1
 acceptance-testing              |        11.000 |         1
 accessor                        |        11.000 |         1
 ack                             |        11.000 |         1
 acrobat                         |        11.000 |         1
 actionlink                      |        11.000 |         1
 adjacency-list                  |        11.000 |         1
 adjacency-matrix                |        11.000 |         1
 ag-grid                         |        11.000 |         1
 ajaxcontroltoolkit              |        11.000 |         1
 alarmmanager                    |        11.000 |         1
 alembic                         |        11.000 |         1
 amazon-ecs                      |        11.000 |         1
 amazon-iam                      |        11.000 |         1
 amazon-route53                  |        11.000 |         1
 anaconda3                       |        11.000 |         1
 android-bottomnav               |        11.000 |         1
 android-collapsingtoolbarlayout |        11.000 |         1
 android-dialogfragment          |        11.000 |         1
 android-fullscreen              |        11.000 |         1
 android-lint                    |        11.000 |         1
 android-paging                  |        11.000 |         1
 android-preferences             |        11.000 |         1
 android-timepicker              |        11.000 |         1
 android-viewbinding             |        11.000 |         1
 android-volley                  |        11.000 |         1
 angular-ngselect                |        11.000 |         1
 angular-promise                 |        11.000 |         1
 angular-upgrade                 |        11.000 |         1
 angular12                       |        11.000 |         1
 angularjs-1.6                   |        11.000 |         1
 angularjs-watch                 |        11.000 |         1
 ankhsvn                         |        11.000 |         1
 antiforgerytoken                |        11.000 |         1
 apache-age                      |        11.000 |         1
 apache-flex                     |        11.000 |         1
 apache-tomee                    |        11.000 |         1
 apk-expansion-files             |        11.000 |         1
 arbitrary-precision             |        11.000 |         1
 archive                         |        11.000 |         1
 argc                            |        11.000 |         1
 argparse                        |        11.000 |         1
 argv                            |        11.000 |         1
 array-key                       |        11.000 |         1
 asp.net-2.0                     |        11.000 |         1
 asp.net-3.5                     |        11.000 |         1
 automatic-ref-counting          |        11.000 |         1
 autosize                        |        11.000 |         1
 aws-cli                         |        11.000 |         1
 aws-serverless                  |        11.000 |         1
 azure-web-roles                 |        11.000 |         1
 barcode                         |        11.000 |         1
 bayesian                        |        11.000 |         1
 bigint                          |        11.000 |         1
 bijection                       |        11.000 |         1
 bitconverter                    |        11.000 |         1
 blob                            |        11.000 |         1
 blobs                           |        11.000 |         1
 block-cipher                    |        11.000 |         1
 blog-engine                     |        11.000 |         1
 bugfender                       |        11.000 |         1
 bundle                          |        11.000 |         1
 buttonclick                     |        11.000 |         1
 c#-4.0                          |        11.000 |         1
 c-strings                       |        11.000 |         1
 camino                          |        11.000 |         1
 captcha                         |        11.000 |         1
 capture-output                  |        11.000 |         1
 cdata                           |        11.000 |         1
 cefsharp                        |        11.000 |         1
 chaining                        |        11.000 |         1
 changeset                       |        11.000 |         1
 charles-proxy                   |        11.000 |         1
 chart.js2                       |        11.000 |         1
 cifilter                        |        11.000 |         1
 ciimage                         |        11.000 |         1
 class-diagram                   |        11.000 |         1
 click                           |        11.000 |         1
 client-side                     |        11.000 |         1
 clipper                         |        11.000 |         1
 code-readability                |        11.000 |         1
 codeblocks                      |        11.000 |         1
 codeigniter-restserver          |        11.000 |         1
 coderush                        |        11.000 |         1
 collation                       |        11.000 |         1
 color-palette                   |        11.000 |         1
 colorbrewer                     |        11.000 |         1
 combinatorics                   |        11.000 |         1
 common-lisp                     |        11.000 |         1
 compiler-theory                 |        11.000 |         1
 compiler-warnings               |        11.000 |         1
 concurrenthashmap               |        11.000 |         1
 conditional-compilation         |        11.000 |         1
 const-correctness               |        11.000 |         1
 content-assist                  |        11.000 |         1
 contextmenu                     |        11.000 |         1
 control-flow                    |        11.000 |         1
 convolution                     |        11.000 |         1
 coordinate-systems              |        11.000 |         1
 copy-constructor                |        11.000 |         1
 cprofile                        |        11.000 |         1
 credentials                     |        11.000 |         1
 credit-card                     |        11.000 |         1
 css-float                       |        11.000 |         1
 css-grid                        |        11.000 |         1
 css-position                    |        11.000 |         1
 css-reset                       |        11.000 |         1
 curve-fitting                   |        11.000 |         1
 custom-data-attribute           |        11.000 |         1
 database-migration              |        11.000 |         1
 databinder                      |        11.000 |         1
 dataflow                        |        11.000 |         1
 dataimporthandler               |        11.000 |         1
 datarow                         |        11.000 |         1
 date-range                      |        11.000 |         1
 dbase                           |        11.000 |         1
 debouncing                      |        11.000 |         1
 decrement                       |        11.000 |         1
 designer                        |        11.000 |         1
 diagramming                     |        11.000 |         1
 dictionary-attack               |        11.000 |         1
 didset                          |        11.000 |         1
 dimensions                      |        11.000 |         1
 disposable                      |        11.000 |         1
 django-permissions              |        11.000 |         1
 django-staticfiles              |        11.000 |         1
 django-validation               |        11.000 |         1
 docker-for-mac                  |        11.000 |         1
 dotenv                          |        11.000 |         1
 double-precision                |        11.000 |         1
 doubly-linked-list              |        11.000 |         1
 dpi                             |        11.000 |         1
 dplyr                           |        11.000 |         1
 dropzone.js                     |        11.000 |         1
 each                            |        11.000 |         1
 easyadmin                       |        11.000 |         1
 eclipse-marketplace             |        11.000 |         1
 ef-core-3.1                     |        11.000 |         1
 emacs23                         |        11.000 |         1
 email-validation                |        11.000 |         1
 emgucv                          |        11.000 |         1
 emoji                           |        11.000 |         1
 enable-if                       |        11.000 |         1
 encode                          |        11.000 |         1
 encryption-symmetric            |        11.000 |         1
 enterprise                      |        11.000 |         1
 entity-framework-4.3            |        11.000 |         1
 epplus                          |        11.000 |         1
 error-suppression               |        11.000 |         1
 eslintrc                        |        11.000 |         1
 evaluation                      |        11.000 |         1
 eventkit                        |        11.000 |         1
 execution-time                  |        11.000 |         1
 exif                            |        11.000 |         1
 exoplayer                       |        11.000 |         1
 explode                         |        11.000 |         1
 extbase                         |        11.000 |         1
 facebook-friends                |        11.000 |         1
 factory-bot                     |        11.000 |         1
 fadein                          |        11.000 |         1
 fetch-api                       |        11.000 |         1
 file-manager                    |        11.000 |         1
 filesize                        |        11.000 |         1
 finite-automata                 |        11.000 |         1
 flat                            |        11.000 |         1
 flock                           |        11.000 |         1
 flutter-textformfield           |        11.000 |         1
 format-patch                    |        11.000 |         1
 formview                        |        11.000 |         1
 forward-declaration             |        11.000 |         1
 foxpro                          |        11.000 |         1
 fragmenttransaction             |        11.000 |         1
 fread                           |        11.000 |         1
 freetype                        |        11.000 |         1
 fsockopen                       |        11.000 |         1
 functional-testing              |        11.000 |         1
 fuzzy-logic                     |        11.000 |         1
 galaxy-tab                      |        11.000 |         1
 generic-list                    |        11.000 |         1
 generic-programming             |        11.000 |         1
 genetic-algorithm               |        11.000 |         1
 geodjango                       |        11.000 |         1
 geojson                         |        11.000 |         1
 gethashcode                     |        11.000 |         1
 gitlab-ci                       |        11.000 |         1
 glassfish                       |        11.000 |         1
 gmail-api                       |        11.000 |         1
 gnu-screen                      |        11.000 |         1
 google-sheets                   |        11.000 |         1
 google-visualization            |        11.000 |         1
 google-webfonts                 |        11.000 |         1
 googletrans                     |        11.000 |         1
 gradlew                         |        11.000 |         1
 grails                          |        11.000 |         1
 graphical-programming           |        11.000 |         1
 gridworld                       |        11.000 |         1
 grunt-cli                       |        11.000 |         1
 gruntjs                         |        11.000 |         1
 gtmetrix                        |        11.000 |         1
 guard                           |        11.000 |         1
 gui-designer                    |        11.000 |         1
 gui-testing                     |        11.000 |         1
 gulp-watch                      |        11.000 |         1
 has-and-belongs-to-many         |        11.000 |         1
 hash-collision                  |        11.000 |         1
 hashcode                        |        11.000 |         1
 hashset                         |        11.000 |         1
 hibernate-4.x                   |        11.000 |         1
 hibernate-mapping               |        11.000 |         1
 highcharts                      |        11.000 |         1
 honeypot                        |        11.000 |         1
 horizontal-scrolling            |        11.000 |         1
 href                            |        11.000 |         1
 html-encode                     |        11.000 |         1
 html-helper                     |        11.000 |         1
 http-status-code-405            |        11.000 |         1
 iif                             |        11.000 |         1
 image-caching                   |        11.000 |         1
 image-conversion                |        11.000 |         1
 image-manipulation              |        11.000 |         1
 image-resizing                  |        11.000 |         1
 incognito-mode                  |        11.000 |         1
 information-retrieval           |        11.000 |         1
 innerxml                        |        11.000 |         1
 installshield-le                |        11.000 |         1
 instantiation                   |        11.000 |         1
 integer-division                |        11.000 |         1
 interop                         |        11.000 |         1
 interpolation                   |        11.000 |         1
 invisible-recaptcha             |        11.000 |         1
 invoke                          |        11.000 |         1
 ionic4                          |        11.000 |         1
 ip-geolocation                  |        11.000 |         1
 itext                           |        11.000 |         1
 jackson-databind                |        11.000 |         1
 java-6                          |        11.000 |         1
 java-native-interface           |        11.000 |         1
 java-stream                     |        11.000 |         1
 jboss-logging                   |        11.000 |         1
 jcheckbox                       |        11.000 |         1
 jgit                            |        11.000 |         1
 jlabel                          |        11.000 |         1
 jms                             |        11.000 |         1
 jpql                            |        11.000 |         1
 jquery-scrollable               |        11.000 |         1
 jquery-tabs                     |        11.000 |         1
 jstree                          |        11.000 |         1
 kanban                          |        11.000 |         1
 kubernetes-service              |        11.000 |         1
 large-data-volumes              |        11.000 |         1
 lattice                         |        11.000 |         1
 launchimage                     |        11.000 |         1
 levenshtein-distance            |        11.000 |         1
 license-key                     |        11.000 |         1
 lifecycle                       |        11.000 |         1
 linq-to-objects                 |        11.000 |         1
 listpreference                  |        11.000 |         1
 load                            |        11.000 |         1
 log4j                           |        11.000 |         1
 logfile                         |        11.000 |         1
 m2e                             |        11.000 |         1
 macos-big-sur                   |        11.000 |         1
 mailgun                         |        11.000 |         1
 maven-plugin                    |        11.000 |         1
 media                           |        11.000 |         1
 memory-address                  |        11.000 |         1
 menustrip                       |        11.000 |         1
 mmu                             |        11.000 |         1
 mocha.js                        |        11.000 |         1
 modeling                        |        11.000 |         1
 mouse-position                  |        11.000 |         1
 ms-office                       |        11.000 |         1
 msmq                            |        11.000 |         1
 multer                          |        11.000 |         1
 multicore                       |        11.000 |         1
 multiple-views                  |        11.000 |         1
 multiset                        |        11.000 |         1
 mv                              |        11.000 |         1
 mysql-json                      |        11.000 |         1
 nanodbc                         |        11.000 |         1
 nested-function                 |        11.000 |         1
 network-connection              |        11.000 |         1
 network-programming             |        11.000 |         1
 neural-network                  |        11.000 |         1
 ng-grid                         |        11.000 |         1
 nls                             |        11.000 |         1
 nosql                           |        11.000 |         1
 notepad                         |        11.000 |         1
 npm-live-server                 |        11.000 |         1
 nsset                           |        11.000 |         1
 nullpointerexception            |        11.000 |         1
 odoo                            |        11.000 |         1
 onkeypress                      |        11.000 |         1
 onsubmit                        |        11.000 |         1
 opacity                         |        11.000 |         1
 opencypher                      |        11.000 |         1
 openlayers                      |        11.000 |         1
 ora-00904                       |        11.000 |         1
 ora-12705                       |        11.000 |         1
 oracleforms                     |        11.000 |         1
 overflowexception               |        11.000 |         1
 overwrite                       |        11.000 |         1
 page-load-time                  |        11.000 |         1
 pageload                        |        11.000 |         1
 paging                          |        11.000 |         1
 palette                         |        11.000 |         1
 paperclip                       |        11.000 |         1
 parallel.foreach                |        11.000 |         1
 parameterized-query             |        11.000 |         1
 parseint                        |        11.000 |         1
 pascalcasing                    |        11.000 |         1
 passport-local                  |        11.000 |         1
 passport.js                     |        11.000 |         1
 pasteboard                      |        11.000 |         1
 patch                           |        11.000 |         1
 pca                             |        11.000 |         1
 pdfsharp                        |        11.000 |         1
 permission-denied               |        11.000 |         1
 photoshop                       |        11.000 |         1
 phpexcel                        |        11.000 |         1
 pi                              |        11.000 |         1
 picker                          |        11.000 |         1
 popupwindow                     |        11.000 |         1
 postgis                         |        11.000 |         1
 postgresql-9.1                  |        11.000 |         1
 pre                             |        11.000 |         1
 predict                         |        11.000 |         1
 prefix                          |        11.000 |         1
 preg-replace                    |        11.000 |         1
 prepend                         |        11.000 |         1
 printwriter                     |        11.000 |         1
 process-migration               |        11.000 |         1
 property-observer               |        11.000 |         1
 public-method                   |        11.000 |         1
 pylint                          |        11.000 |         1
 pyserial                        |        11.000 |         1
 python-asyncio                  |        11.000 |         1
 python-typing                   |        11.000 |         1
 qtp                             |        11.000 |         1
 qtreewidgetitem                 |        11.000 |         1
 querying                        |        11.000 |         1
 r-dbi                           |        11.000 |         1
 react-component                 |        11.000 |         1
 react-dom                       |        11.000 |         1
 recaptcha-v3                    |        11.000 |         1
 redgate                         |        11.000 |         1
 redhat                          |        11.000 |         1
 redis-py                        |        11.000 |         1
 redux-persist                   |        11.000 |         1
 reference-type                  |        11.000 |         1
 referential-integrity           |        11.000 |         1
 registration                    |        11.000 |         1
 repository-pattern              |        11.000 |         1
 request                         |        11.000 |         1
 request.querystring             |        11.000 |         1
 reshape                         |        11.000 |         1
 resource-cleanup                |        11.000 |         1
 retaincount                     |        11.000 |         1
 rethrow                         |        11.000 |         1
 reverse-debugging               |        11.000 |         1
 rich-internet-application       |        11.000 |         1
 richtextbox                     |        11.000 |         1
 right-to-left                   |        11.000 |         1
 rollupjs                        |        11.000 |         1
 rosetta                         |        11.000 |         1
 ruby-2.0                        |        11.000 |         1
 rxjs6                           |        11.000 |         1
 saml                            |        11.000 |         1
 savefiledialog                  |        11.000 |         1
 sbt                             |        11.000 |         1
 scanf                           |        11.000 |         1
 scrollto                        |        11.000 |         1
 selenium-iedriver               |        11.000 |         1
 selenium-rc                     |        11.000 |         1
 self-destruction                |        11.000 |         1
 sequelize.js                    |        11.000 |         1
 sha                             |        11.000 |         1
 shadow-dom                      |        11.000 |         1
 sharepoint-2007                 |        11.000 |         1
 shopping-cart                   |        11.000 |         1
 sid                             |        11.000 |         1
 signature                       |        11.000 |         1
 single-instance                 |        11.000 |         1
 singular                        |        11.000 |         1
 skspritenode                    |        11.000 |         1
 skype                           |        11.000 |         1
 smart-table                     |        11.000 |         1
 smo                             |        11.000 |         1
 solr                            |        11.000 |         1
 spawn                           |        11.000 |         1
 spinlock                        |        11.000 |         1
 spring-cloud                    |        11.000 |         1
 spring-restcontroller           |        11.000 |         1
 sprite-kit                      |        11.000 |         1
 sql-server-express              |        11.000 |         1
 sqlcommand                      |        11.000 |         1
 sqlfiddle                       |        11.000 |         1
 stackpanel                      |        11.000 |         1
 state-machine                   |        11.000 |         1
 static-classes                  |        11.000 |         1
 static-content                  |        11.000 |         1
 stocks                          |        11.000 |         1
 strict-aliasing                 |        11.000 |         1
 strlen                          |        11.000 |         1
 subclass                        |        11.000 |         1
 submatrix                       |        11.000 |         1
 suffix                          |        11.000 |         1
 swagger-2.0                     |        11.000 |         1
 swift2                          |        11.000 |         1
 symfony5                        |        11.000 |         1
 task-parallel-library           |        11.000 |         1
 tcl                             |        11.000 |         1
 tdatetime                       |        11.000 |         1
 teamcity                        |        11.000 |         1
 temp                            |        11.000 |         1
 tensor                          |        11.000 |         1
 text-indent                     |        11.000 |         1
 text-mining                     |        11.000 |         1
 text-to-speech                  |        11.000 |         1
 the-little-schemer              |        11.000 |         1
 thrift                          |        11.000 |         1
 throttling                      |        11.000 |         1
 throw                           |        11.000 |         1
 thymeleaf                       |        11.000 |         1
 timespan                        |        11.000 |         1
